method,update,drift
"C float32, no reorth",3550,2.112208e-05
"C float32, no reorth",3600,2.024793e-05
"C float32, no reorth",3650,1.828175e-05
"C float32, no reorth",3700,1.912716e-05
"C float32, no reorth",3750,1.894094e-05
"C float32, no reorth",3800,1.990428e-05
"C float32, no reorth",3850,2.028002e-05
"C float32, no reorth",3900,2.114264e-05
"C float32, no reorth",3950,2.171488e-05
"C float32, no reorth",4000,2.466008e-05
"C float32, no reorth",4050,2.484008e-05
"C float32, no reorth",4100,2.535783e-05
"C float32, no reorth",4150,2.617880e-05
"C float32, no reorth",4200,2.601476e-05
"C float32, no reorth",4250,2.702900e-05
"C float32, no reorth",4300,2.794577e-05
"C float32, no reorth",4350,2.877167e-05
"C float32, no reorth",4400,2.921773e-05
"C float32, no reorth",4450,2.878646e-05
"C float32, no reorth",4500,3.045227e-05
"C float32, no reorth",4550,3.100941e-05
"C float32, no reorth",4600,3.056778e-05
"C float32, no reorth",4650,3.063162e-05
"C float32, no reorth",4700,3.108405e-05
"C float32, no reorth",4750,3.217333e-05
"C float32, no reorth",4800,3.428233e-05
"C float32, no reorth",4850,3.355908e-05
"C float32, no reorth",4900,3.434296e-05
"C float32, no reorth",4950,3.605262e-05
"C float32, no reorth",5000,3.760471e-05
"C float32, no reorth",5050,3.794345e-05
"C float32, no reorth",5100,3.899885e-05
"C float32, no reorth",5150,3.932945e-05
"C float32, no reorth",5200,4.071234e-05
"C float32, no reorth",5250,4.096058e-05
"C float32, no reorth",5300,4.333306e-05
"C float32, no reorth",5350,4.470305e-05
"C float32, no reorth",5400,4.696226e-05
"C float32, no reorth",5450,4.708020e-05
"C float32, no reorth",5500,4.898650e-05
"C float32, no reorth",5550,5.000269e-05
"C float32, no reorth",5600,4.872605e-05
"C float32, no reorth",5650,4.887563e-05
"C float32, no reorth",5700,4.881776e-05
"C float32, no reorth",5750,4.920061e-05
"C float32, no reorth",5800,4.968168e-05
"C float32, no reorth",5850,5.025317e-05
"C float32, no reorth",5900,5.017809e-05
"C float32, no reorth",5950,5.051883e-05
"C float32, no reorth",6000,5.164820e-05
"C float32, no reorth",6050,5.234283e-05
"C float32, no reorth",6100,5.168779e-05
"C float32, no reorth",6150,5.152286e-05
"C float32, no reorth",6200,5.063893e-05
"C float32, no reorth",6250,5.126115e-05
"C float32, no reorth",6300,5.376561e-05
"C float32, no reorth",6350,5.358409e-05
"C float32, no reorth",6400,5.309731e-05
"C float32, no reorth",6450,5.406456e-05
"C float32, no reorth",6500,5.625116e-05
"C float32, no reorth",6550,5.697586e-05
"C float32, no reorth",6600,5.788646e-05
"C float32, no reorth",6650,5.843778e-05
"C float32, no reorth",6700,5.964592e-05
"C float32, no reorth",6750,6.029674e-05
"C float32, no reorth",6800,6.040045e-05
"C float32, no reorth",6850,6.017361e-05
"C float32, no reorth",6900,6.244951e-05
"C float32, no reorth",6950,6.279479e-05
"C float32, no reorth",7000,6.496332e-05
"C float32, no reorth",7050,6.669472e-05
"C float32, no reorth",7100,6.705771e-05
"C float32, no reorth",7150,6.858348e-05
"C float32, no reorth",7200,7.081823e-05
"C float32, no reorth",7250,7.058141e-05
"C float32, no reorth",7300,7.383921e-05
"C float32, no reorth",7350,7.435610e-05
"C float32, no reorth",7400,7.391482e-05
"C float32, no reorth",7450,7.351657e-05
"C float32, no reorth",7500,7.408678e-05
"C float32, no reorth",7550,7.469315e-05
"C float32, no reorth",7600,7.455709e-05
"C float32, no reorth",7650,7.449536e-05
"C float32, no reorth",7700,7.460463e-05
"C float32, no reorth",7750,7.519808e-05
"C float32, no reorth",7800,7.714188e-05
"C float32, no reorth",7850,7.652605e-05
"C float32, no reorth",7900,7.620671e-05
"C float32, no reorth",7950,7.491920e-05
"C float32, no reorth",8000,7.639715e-05
"C float32, no reorth",8050,7.593840e-05
"C float32, no reorth",8100,7.654714e-05
"C float32, no reorth",8150,7.700804e-05
"C float32, no reorth",8200,7.713318e-05
"C float32, no reorth",8250,7.794677e-05
"C float32, no reorth",8300,7.851850e-05
"C float32, no reorth",8350,7.857725e-05
"C float32, no reorth",8400,7.969343e-05
"C float32, no reorth",8450,7.967961e-05
"C float32, no reorth",8500,8.107881e-05
"C float32, no reorth",8550,8.139328e-05
"C float32, no reorth",8600,8.238727e-05
"C float32, no reorth",8650,8.379950e-05
"C float32, no reorth",8700,8.387907e-05
"C float32, no reorth",8750,8.437103e-05
"C float32, no reorth",8800,8.662938e-05
"C float32, no reorth",8850,8.785212e-05
"C float32, no reorth",8900,8.899820e-05
"C float32, no reorth",8950,8.905482e-05
"C float32, no reorth",9000,9.065001e-05
"C float32, no reorth",9050,9.144442e-05
"C float32, no reorth",9100,9.253219e-05
"C float32, no reorth",9150,9.336014e-05
"C float32, no reorth",9200,9.425852e-05
"C float32, no reorth",9250,9.430166e-05
"C float32, no reorth",9300,9.607765e-05
"C float32, no reorth",9350,9.635197e-05
"C float32, no reorth",9400,9.682243e-05
"C float32, no reorth",9450,9.707375e-05
"C float32, no reorth",9500,9.899365e-05
"C float32, no reorth",9550,9.972028e-05
"C float32, no reorth",9600,1.011521e-04
"C float32, no reorth",9650,1.019874e-04
"C float32, no reorth",9700,1.031979e-04
"C float32, no reorth",9750,1.040018e-04
"C float32, no reorth",9800,1.051503e-04
"C float32, no reorth",9850,1.058442e-04
"C float32, no reorth",9900,1.073462e-04
"C float32, no reorth",9950,1.097657e-04
"C float32, no reorth",10000,1.113515e-04
"C float32, no reorth",10050,1.124928e-04
"C float32, no reorth",10100,1.136272e-04
"C float32, no reorth",10150,1.142090e-04
"C float32, no reorth",10200,1.166144e-04
"C float32, no reorth",10250,1.180024e-04
"C float32, no reorth",10300,1.198643e-04
"C float32, no reorth",10350,1.210146e-04
"C float32, no reorth",10400,1.221997e-04
"C float32, no reorth",10450,1.229947e-04
"C float32, no reorth",10500,1.248139e-04
"C float32, no reorth",10550,1.251409e-04
"C float32, no reorth",10600,1.261771e-04
"C float32, no reorth",10650,1.256568e-04
"C float32, no reorth",10700,1.240314e-04
"C float32, no reorth",10750,1.232587e-04
"C float32, no reorth",10800,1.214270e-04
"C float32, no reorth",10850,1.206966e-04
"C float32, no reorth",10900,1.199149e-04
"C float32, no reorth",10950,1.178953e-04
"C float32, no reorth",11000,1.171058e-04
"C float32, no reorth",11050,1.163765e-04
"C float32, no reorth",11100,1.151607e-04
"C float32, no reorth",11150,1.155416e-04
"C float32, no reorth",11200,1.161032e-04
"C float32, no reorth",11250,1.161683e-04
"C float32, no reorth",11300,1.166745e-04
"C float32, no reorth",11350,1.160704e-04
"C float32, no reorth",11400,1.157968e-04
"C float32, no reorth",11450,1.153278e-04
"C float32, no reorth",11500,1.144941e-04
"C float32, no reorth",11550,1.141872e-04
"C float32, no reorth",11600,1.142891e-04
"C float32, no reorth",11650,1.150406e-04
"C float32, no reorth",11700,1.145590e-04
"C float32, no reorth",11750,1.144938e-04
"C float32, no reorth",11800,1.141777e-04
"C float32, no reorth",11850,1.155367e-04
"C float32, no reorth",11900,1.156032e-04
"C float32, no reorth",11950,1.157064e-04
"C float32, no reorth",12000,1.155198e-04
"C float32, no reorth",12050,1.149186e-04
"C float32, no reorth",12100,1.140134e-04
"C float32, no reorth",12150,1.146468e-04
"C float32, no reorth",12200,1.152804e-04
"C float32, no reorth",12250,1.155221e-04
"C float32, no reorth",12300,1.161101e-04
"C float32, no reorth",12350,1.166887e-04
"C float32, no reorth",12400,1.180552e-04
"C float32, no reorth",12450,1.180618e-04
"C float32, no reorth",12500,1.189456e-04
"C float32, no reorth",12550,1.196888e-04
"C float32, no reorth",12600,1.196658e-04
"C float32, no reorth",12650,1.206707e-04
"C float32, no reorth",12700,1.220778e-04
"C float32, no reorth",12750,1.233681e-04
"C float32, no reorth",12800,1.241462e-04
"C float32, no reorth",12850,1.242612e-04
"C float32, no reorth",12900,1.245174e-04
"C float32, no reorth",12950,1.250275e-04
"C float32, no reorth",13000,1.231298e-04
"C float32, no reorth",13050,1.216904e-04
"C float32, no reorth",13100,1.221314e-04
"C float32, no reorth",13150,1.225677e-04
"C float32, no reorth",13200,1.212282e-04
"C float32, no reorth",13250,1.209443e-04
"C float32, no reorth",13300,1.202284e-04
"C float32, no reorth",13350,1.205006e-04
"C float32, no reorth",13400,1.185487e-04
"C float32, no reorth",13450,1.181820e-04
"C float32, no reorth",13500,1.179571e-04
"C float32, no reorth",13550,1.169505e-04
"C float32, no reorth",13600,1.148442e-04
"C float32, no reorth",13650,1.143046e-04
"C float32, no reorth",13700,1.129383e-04
"C float32, no reorth",13750,1.121578e-04
"C float32, no reorth",13800,1.107343e-04
"C float32, no reorth",13850,1.102789e-04
"C float32, no reorth",13900,1.105248e-04
"C float32, no reorth",13950,1.098727e-04
"C float32, no reorth",14000,1.100019e-04
"C float32, no reorth",14050,1.094080e-04
"C float32, no reorth",14100,1.081957e-04
"C float32, no reorth",14150,1.085588e-04
"C float32, no reorth",14200,1.090059e-04
"C float32, no reorth",14250,1.087388e-04
"C float32, no reorth",14300,1.079423e-04
"C float32, no reorth",14350,1.083674e-04
"C float32, no reorth",14400,1.074027e-04
"C float32, no reorth",14450,1.075832e-04
"C float32, no reorth",14500,1.069339e-04
"C float32, no reorth",14550,1.080877e-04
"C float32, no reorth",14600,1.092930e-04
"C float32, no reorth",14650,1.106454e-04
"C float32, no reorth",14700,1.099335e-04
"C float32, no reorth",14750,1.105676e-04
"C float32, no reorth",14800,1.116000e-04
"C float32, no reorth",14850,1.124511e-04
"C float32, no reorth",14900,1.104984e-04
"C float32, no reorth",14950,1.102719e-04
"C float32, no reorth",15000,1.110605e-04
"C float32, no reorth",15050,1.106017e-04
"C float32, no reorth",15100,1.101506e-04
"C float32, no reorth",15150,1.100157e-04
"C float32, no reorth",15200,1.105378e-04
"C float32, no reorth",15250,1.117519e-04
"C float32, no reorth",15300,1.123359e-04
"C float32, no reorth",15350,1.118999e-04
"C float32, no reorth",15400,1.123661e-04
"C float32, no reorth",15450,1.125823e-04
"C float32, no reorth",15500,1.138861e-04
"C float32, no reorth",15550,1.146428e-04
"C float32, no reorth",15600,1.145731e-04
"C float32, no reorth",15650,1.157095e-04
"C float32, no reorth",15700,1.159224e-04
"C float32, no reorth",15750,1.155953e-04
"C float32, no reorth",15800,1.160912e-04
"C float32, no reorth",15850,1.173419e-04
"C float32, no reorth",15900,1.185021e-04
"C float32, no reorth",15950,1.200195e-04
"C float32, no reorth",16000,1.201298e-04
"C float32, no reorth",16050,1.205585e-04
"C float32, no reorth",16100,1.218668e-04
"C float32, no reorth",16150,1.235498e-04
"C float32, no reorth",16200,1.233814e-04
"C float32, no reorth",16250,1.248965e-04
"C float32, no reorth",16300,1.278462e-04
"C float32, no reorth",16350,1.305306e-04
"C float32, no reorth",16400,1.310071e-04
"C float32, no reorth",16450,1.320932e-04
"C float32, no reorth",16500,1.341900e-04
"C float32, no reorth",16550,1.343243e-04
"C float32, no reorth",16600,1.353030e-04
"C float32, no reorth",16650,1.358227e-04
"C float32, no reorth",16700,1.363924e-04
"C float32, no reorth",16750,1.371592e-04
"C float32, no reorth",16800,1.379183e-04
"C float32, no reorth",16850,1.391142e-04
"C float32, no reorth",16900,1.396768e-04
"C float32, no reorth",16950,1.393727e-04
"C float32, no reorth",17000,1.410607e-04
"C float32, no reorth",17050,1.415365e-04
"C float32, no reorth",17100,1.426196e-04
"C float32, no reorth",17150,1.433015e-04
"C float32, no reorth",17200,1.444180e-04
"C float32, no reorth",17250,1.448608e-04
"C float32, no reorth",17300,1.458641e-04
"C float32, no reorth",17350,1.474734e-04
"C float32, no reorth",17400,1.478709e-04
"C float32, no reorth",17450,1.492350e-04
"C float32, no reorth",17500,1.494116e-04
"C float32, no reorth",17550,1.515664e-04
"C float32, no reorth",17600,1.525542e-04
"C float32, no reorth",17650,1.546400e-04
"C float32, no reorth",17700,1.550294e-04
"C float32, no reorth",17750,1.575316e-04
"C float32, no reorth",17800,1.605054e-04
"C float32, no reorth",17850,1.621944e-04
"C float32, no reorth",17900,1.614939e-04
"C float32, no reorth",17950,1.628217e-04
"C float32, no reorth",18000,1.636486e-04
"C float32, no reorth",18050,1.651795e-04
"C float32, no reorth",18100,1.661852e-04
"C float32, no reorth",18150,1.674347e-04
"C float32, no reorth",18200,1.686465e-04
"C float32, no reorth",18250,1.702854e-04
"C float32, no reorth",18300,1.728629e-04
"C float32, no reorth",18350,1.731036e-04
"C float32, no reorth",18400,1.744679e-04
"C float32, no reorth",18450,1.757426e-04
"C float32, no reorth",18500,1.778361e-04
"C float32, no reorth",18550,1.787489e-04
"C float32, no reorth",18600,1.799332e-04
"C float32, no reorth",18650,1.804292e-04
"C float32, no reorth",18700,1.803945e-04
"C float32, no reorth",18750,1.807142e-04
"C float32, no reorth",18800,1.809952e-04
"C float32, no reorth",18850,1.820505e-04
"C float32, no reorth",18900,1.818263e-04
"C float32, no reorth",18950,1.832668e-04
"C float32, no reorth",19000,1.837135e-04
"C float32, no reorth",19050,1.848597e-04
"C float32, no reorth",19100,1.856764e-04
"C float32, no reorth",19150,1.879184e-04
"C float32, no reorth",19200,1.888191e-04
"C float32, no reorth",19250,1.897707e-04
"C float32, no reorth",19300,1.928028e-04
"C float32, no reorth",19350,1.947528e-04
"C float32, no reorth",19400,1.948526e-04
"C float32, no reorth",19450,1.955008e-04
"C float32, no reorth",19500,1.977264e-04
"C float32, no reorth",19550,1.980652e-04
"C float32, no reorth",19600,1.989700e-04
"C float32, no reorth",19650,1.990308e-04
"C float32, no reorth",19700,2.001560e-04
"C float32, no reorth",19750,2.019595e-04
"C float32, no reorth",19800,2.029250e-04
"C float32, no reorth",19850,2.031502e-04
"C float32, no reorth",19900,2.058002e-04
"C float32, no reorth",19950,2.072374e-04
"C float32, no reorth",20000,2.088727e-04
"C float32, no reorth",20050,2.100324e-04
"C float32, no reorth",20100,2.110672e-04
"C float32, no reorth",20150,2.118539e-04
"C float32, no reorth",20200,2.119526e-04
"C float32, no reorth",20250,2.126063e-04
"C float32, no reorth",20300,2.125232e-04
"C float32, no reorth",20350,2.141875e-04
"C float32, no reorth",20400,2.151627e-04
"C float32, no reorth",20450,2.159387e-04
"C float32, no reorth",20500,2.170380e-04
"C float32, no reorth",20550,2.177987e-04
"C float32, no reorth",20600,2.203130e-04
"C float32, no reorth",20650,2.232793e-04
"C float32, no reorth",20700,2.245524e-04
"C float32, no reorth",20750,2.261967e-04
"C float32, no reorth",20800,2.271712e-04
"C float32, no reorth",20850,2.291387e-04
"C float32, no reorth",20900,2.302353e-04
"C float32, no reorth",20950,2.318717e-04
"C float32, no reorth",21000,2.339538e-04
"C float32, no reorth",21050,2.349475e-04
"C float32, no reorth",21100,2.352388e-04
"C float32, no reorth",21150,2.367038e-04
"C float32, no reorth",21200,2.378509e-04
"C float32, no reorth",21250,2.405169e-04
"C float32, no reorth",21300,2.423692e-04
"C float32, no reorth",21350,2.435975e-04
"C float32, no reorth",21400,2.452585e-04
"C float32, no reorth",21450,2.474020e-04
"C float32, no reorth",21500,2.497600e-04
"C float32, no reorth",21550,2.513046e-04
"C float32, no reorth",21600,2.523269e-04
"C float32, no reorth",21650,2.528587e-04
"C float32, no reorth",21700,2.533768e-04
"C float32, no reorth",21750,2.542820e-04
"C float32, no reorth",21800,2.556012e-04
"C float32, no reorth",21850,2.558766e-04
"C float32, no reorth",21900,2.582256e-04
"C float32, no reorth",21950,2.597464e-04
"C float32, no reorth",22000,2.601555e-04
"C float32, no reorth",22050,2.598288e-04
"C float32, no reorth",22100,2.607417e-04
"C float32, no reorth",22150,2.617736e-04
"C float32, no reorth",22200,2.620986e-04
"C float32, no reorth",22250,2.617299e-04
"C float32, no reorth",22300,2.618365e-04
"C float32, no reorth",22350,2.632007e-04
"C float32, no reorth",22400,2.626725e-04
"C float32, no reorth",22450,2.638640e-04
"numpy double, reorth",0,1.559864e-15
"numpy double, reorth",50,9.437339e-15
"numpy double, reorth",100,1.286582e-14
"numpy double, reorth",150,1.655577e-14
"numpy double, reorth",200,2.563758e-15
"numpy double, reorth",250,7.099634e-15
"numpy double, reorth",300,7.641873e-15
"numpy double, reorth",350,1.561646e-14
"numpy double, reorth",400,1.855966e-14
"numpy double, reorth",450,1.869072e-14
"numpy double, reorth",500,5.062777e-15
"numpy double, reorth",550,1.700626e-14
"numpy double, reorth",600,1.315509e-14
"numpy double, reorth",650,1.807496e-14
"numpy double, reorth",700,1.604840e-14
"numpy double, reorth",750,2.028674e-14
"numpy double, reorth",800,5.635297e-15
"numpy double, reorth",850,1.368042e-14
"numpy double, reorth",900,1.858531e-14
"numpy double, reorth",950,2.355359e-14
"numpy double, reorth",1000,7.182993e-15
"numpy double, reorth",1050,6.996314e-15
"numpy double, reorth",1100,1.063654e-14
"numpy double, reorth",1150,1.493148e-14
"numpy double, reorth",1200,2.520666e-14
"numpy double, reorth",1250,9.708925e-15
"numpy double, reorth",1300,1.910827e-14
"numpy double, reorth",1350,5.111567e-15
"numpy double, reorth",1400,8.201513e-15
"numpy double, reorth",1450,1.173402e-14
"numpy double, reorth",1500,1.868390e-14
"numpy double, reorth",1550,2.358451e-14
"numpy double, reorth",1600,1.491142e-14
"numpy double, reorth",1650,2.649826e-14
"numpy double, reorth",1700,8.890890e-15
"numpy double, reorth",1750,1.145016e-14
"numpy double, reorth",1800,1.099656e-14
"numpy double, reorth",1850,1.562417e-14
"numpy double, reorth",1900,9.428506e-15
"numpy double, reorth",1950,1.821873e-14
"numpy double, reorth",2000,2.056563e-14
"numpy double, reorth",2050,2.002983e-14
"numpy double, reorth",2100,6.820695e-15
"numpy double, reorth",2150,1.670967e-14
"numpy double, reorth",2200,2.860097e-15
"numpy double, reorth",2250,7.768706e-15
"numpy double, reorth",2300,1.731117e-14
"numpy double, reorth",2350,2.264441e-14
"numpy double, reorth",2400,9.753250e-15
"numpy double, reorth",2450,1.466068e-14
"numpy double, reorth",2500,2.249093e-14
"numpy double, reorth",2550,1.029914e-14
"numpy double, reorth",2600,2.789392e-14
"numpy double, reorth",2650,1.186226e-14
"numpy double, reorth",2700,1.678373e-14
"numpy double, reorth",2750,2.450271e-14
"numpy double, reorth",2800,1.540043e-14
"numpy double, reorth",2850,1.920536e-14
"numpy double, reorth",2900,5.747228e-15
"numpy double, reorth",2950,1.822545e-14
"numpy double, reorth",3000,1.357024e-14
"numpy double, reorth",3050,2.349083e-14
"numpy double, reorth",3100,8.604212e-15
"numpy double, reorth",3150,6.483781e-15
"numpy double, reorth",3200,1.686380e-14
"numpy double, reorth",3250,1.826457e-15
"numpy double, reorth",3300,9.039459e-15
"numpy double, reorth",3350,1.438236e-14
"numpy double, reorth",3400,7.150742e-15
"numpy double, reorth",3450,1.599934e-14
"numpy double, reorth",3500,2.095008e-14
"numpy double, reorth",3550,6.291872e-15
"numpy double, reorth",3600,1.972859e-14
"numpy double, reorth",3650,2.201819e-14
"numpy double, reorth",3700,4.936677e-15
"numpy double, reorth",3750,6.360459e-15
"numpy double, reorth",3800,1.867120e-14
"numpy double, reorth",3850,2.008827e-14
"numpy double, reorth",3900,2.897162e-15
"numpy double, reorth",3950,8.255008e-15
"numpy double, reorth",4000,7.319222e-15
"numpy double, reorth",4050,1.461812e-14
"numpy double, reorth",4100,1.316858e-14
"numpy double, reorth",4150,1.279147e-14
"numpy double, reorth",4200,2.054371e-14
"numpy double, reorth",4250,6.691374e-15
"numpy double, reorth",4300,1.440475e-14
"numpy double, reorth",4350,2.028711e-14
"numpy double, reorth",4400,8.995391e-15
"numpy double, reorth",4450,1.259964e-14
"numpy double, reorth",4500,1.476790e-14
"numpy double, reorth",4550,1.245156e-14
"numpy double, reorth",4600,1.655178e-14
"numpy double, reorth",4650,7.132065e-15
"numpy double, reorth",4700,1.063820e-14
"numpy double, reorth",4750,1.446754e-14
"numpy double, reorth",4800,2.212474e-14
"numpy double, reorth",4850,3.143439e-15
"numpy double, reorth",4900,2.030888e-14
"numpy double, reorth",4950,3.212715e-15
"numpy double, reorth",5000,1.152169e-14
"numpy double, reorth",5050,1.720263e-14
"numpy double, reorth",5100,2.367549e-14
"numpy double, reorth",5150,9.740902e-15
"numpy double, reorth",5200,1.491541e-14
"numpy double, reorth",5250,1.915141e-14
"numpy double, reorth",5300,5.690966e-15
"numpy double, reorth",5350,4.794113e-15
"numpy double, reorth",5400,1.457911e-14
"numpy double, reorth",5450,2.018062e-14
"numpy double, reorth",5500,8.693558e-15
"numpy double, reorth",5550,1.448782e-14
"numpy double, reorth",5600,2.279545e-14
"numpy double, reorth",5650,1.334776e-14
"numpy double, reorth",5700,2.478069e-14
"numpy double, reorth",5750,1.467433e-14
"numpy double, reorth",5800,2.142041e-14
"numpy double, reorth",5850,5.838435e-15
"numpy double, reorth",5900,1.420965e-14
"numpy double, reorth",5950,1.688412e-14
"numpy double, reorth",6000,1.710158e-14
"numpy double, reorth",6050,1.830505e-14
"numpy double, reorth",6100,2.714077e-14
"numpy double, reorth",6150,9.707778e-15
"numpy double, reorth",6200,1.985980e-14
"numpy double, reorth",6250,1.046321e-14
"numpy double, reorth",6300,2.143549e-14
"numpy double, reorth",6350,1.770616e-14
"numpy double, reorth",6400,2.180933e-14
"numpy double, reorth",6450,4.010263e-15
"numpy double, reorth",6500,2.227388e-14
"numpy double, reorth",6550,4.274307e-15
"numpy double, reorth",6600,1.242231e-14
"numpy double, reorth",6650,1.569602e-14
"numpy double, reorth",6700,6.223817e-15
"numpy double, reorth",6750,1.187481e-14
"numpy double, reorth",6800,6.488187e-15
"numpy double, reorth",6850,1.047362e-14
"numpy double, reorth",6900,1.532160e-14
"numpy double, reorth",6950,1.659080e-14
"numpy double, reorth",7000,2.039241e-14
"numpy double, reorth",7050,2.193387e-14
"numpy double, reorth",7100,7.544530e-15
"numpy double, reorth",7150,1.150495e-14
"numpy double, reorth",7200,8.127203e-15
"numpy double, reorth",7250,1.267393e-14
"numpy double, reorth",7300,2.865274e-14
"numpy double, reorth",7350,3.399353e-15
"numpy double, reorth",7400,1.187365e-14
"numpy double, reorth",7450,2.322432e-14
"numpy double, reorth",7500,1.927522e-14
"numpy double, reorth",7550,2.449612e-14
"numpy double, reorth",7600,1.133447e-14
"numpy double, reorth",7650,2.017795e-14
"numpy double, reorth",7700,5.430728e-15
"numpy double, reorth",7750,7.744427e-15
"numpy double, reorth",7800,1.108517e-14
"numpy double, reorth",7850,2.047199e-14
"numpy double, reorth",7900,3.812301e-15
"numpy double, reorth",7950,1.903016e-14
"numpy double, reorth",8000,9.600947e-15
"numpy double, reorth",8050,1.449471e-14
"numpy double, reorth",8100,9.454362e-15
"numpy double, reorth",8150,2.147054e-14
"numpy double, reorth",8200,1.197086e-14
"numpy double, reorth",8250,1.799320e-14
"numpy double, reorth",8300,2.615969e-14
"numpy double, reorth",8350,6.935400e-15
"numpy double, reorth",8400,1.311809e-14
"numpy double, reorth",8450,1.615402e-14
"numpy double, reorth",8500,1.732756e-14
"numpy double, reorth",8550,2.614095e-14
"numpy double, reorth",8600,1.669307e-14
"numpy double, reorth",8650,4.433796e-15
"numpy double, reorth",8700,1.027259e-14
"numpy double, reorth",8750,1.496054e-14
"numpy double, reorth",8800,1.986946e-14
"numpy double, reorth",8850,2.695610e-14
"numpy double, reorth",8900,1.574470e-14
"numpy double, reorth",8950,2.048541e-14
"numpy double, reorth",9000,7.777362e-15
"numpy double, reorth",9050,7.342204e-15
"numpy double, reorth",9100,9.625518e-15
"numpy double, reorth",9150,1.495077e-14
"numpy double, reorth",9200,1.246665e-14
"numpy double, reorth",9250,2.577396e-14
"numpy double, reorth",9300,1.350180e-14
"numpy double, reorth",9350,2.597378e-14
"numpy double, reorth",9400,1.915354e-14
"numpy double, reorth",9450,2.481311e-14
"numpy double, reorth",9500,1.921190e-14
"numpy double, reorth",9550,1.142754e-14
"numpy double, reorth",9600,4.355742e-15
"numpy double, reorth",9650,8.969889e-15
"numpy double, reorth",9700,2.319029e-14
"numpy double, reorth",9750,7.466679e-15
"numpy double, reorth",9800,1.523763e-14
"numpy double, reorth",9850,1.782835e-14
"numpy double, reorth",9900,5.270449e-15
"numpy double, reorth",9950,6.365188e-15
"numpy double, reorth",10000,1.447748e-14
"numpy double, reorth",10050,2.297504e-14
"numpy double, reorth",10100,9.003612e-15
"numpy double, reorth",10150,1.762801e-14
"numpy double, reorth",10200,7.885494e-15
"numpy double, reorth",10250,1.440574e-14
"numpy double, reorth",10300,2.254942e-14
"numpy double, reorth",10350,7.207488e-15
"numpy double, reorth",10400,2.541714e-14
"numpy double, reorth",10450,8.981161e-15
"numpy double, reorth",10500,1.055542e-14
"numpy double, reorth",10550,2.060518e-14
"numpy double, reorth",10600,1.085150e-14
"numpy double, reorth",10650,1.612178e-14
"numpy double, reorth",10700,3.405357e-15
"numpy double, reorth",10750,1.736812e-14
"numpy double, reorth",10800,5.588241e-15
"numpy double, reorth",10850,8.219796e-15
"numpy double, reorth",10900,1.321650e-14
"numpy double, reorth",10950,2.100607e-14
"numpy double, reorth",11000,6.264016e-15
"numpy double, reorth",11050,1.171176e-14
"numpy double, reorth",11100,9.610698e-15
"numpy double, reorth",11150,2.000357e-14
"numpy double, reorth",11200,5.926896e-15
"numpy double, reorth",11250,7.505314e-15
"numpy double, reorth",11300,1.901412e-14
"numpy double, reorth",11350,1.947834e-14
"numpy double, reorth",11400,1.186948e-14
"numpy double, reorth",11450,2.518174e-14
"numpy double, reorth",11500,1.040453e-14
"numpy double, reorth",11550,1.689330e-14
"numpy double, reorth",11600,1.813264e-14
"numpy double, reorth",11650,1.820701e-14
"numpy double, reorth",11700,7.314451e-15
"numpy double, reorth",11750,1.528958e-14
"numpy double, reorth",11800,1.870793e-14
"numpy double, reorth",11850,9.414482e-15
"numpy double, reorth",11900,1.874889e-14
"numpy double, reorth",11950,2.204544e-14
"numpy double, reorth",12000,1.035247e-14
"numpy double, reorth",12050,2.156172e-14
"numpy double, reorth",12100,4.904722e-15
"numpy double, reorth",12150,9.905378e-15
"numpy double, reorth",12200,1.927885e-14
"numpy double, reorth",12250,6.358973e-15
"numpy double, reorth",12300,1.629836e-14
"numpy double, reorth",12350,1.807119e-14
"numpy double, reorth",12400,1.084624e-14
"numpy double, reorth",12450,8.979665e-15
"numpy double, reorth",12500,1.981010e-14
"numpy double, reorth",12550,4.302987e-15
"numpy double, reorth",12600,2.284986e-14
"numpy double, reorth",12650,1.284276e-14
"numpy double, reorth",12700,1.870073e-14
"numpy double, reorth",12750,6.858031e-15
"numpy double, reorth",12800,1.254099e-14
"numpy double, reorth",12850,1.586177e-14
"numpy double, reorth",12900,1.894677e-14
"numpy double, reorth",12950,5.433123e-15
"numpy double, reorth",13000,1.751996e-14
"numpy double, reorth",13050,5.889451e-15
"numpy double, reorth",13100,1.523369e-14
"numpy double, reorth",13150,4.323702e-15
"numpy double, reorth",13200,9.068327e-15
"numpy double, reorth",13250,1.745798e-14
"numpy double, reorth",13300,2.270101e-14
"numpy double, reorth",13350,1.320871e-14
"numpy double, reorth",13400,6.153635e-15
"numpy double, reorth",13450,1.173458e-14
"numpy double, reorth",13500,2.261678e-14
"numpy double, reorth",13550,1.702908e-14
"numpy double, reorth",13600,3.045329e-14
"numpy double, reorth",13650,1.318063e-14
"numpy double, reorth",13700,9.691706e-15
"numpy double, reorth",13750,9.292241e-15
"numpy double, reorth",13800,1.891877e-14
"numpy double, reorth",13850,4.349806e-15
"numpy double, reorth",13900,1.362760e-14
"numpy double, reorth",13950,1.430699e-14
"numpy double, reorth",14000,2.617209e-14
"numpy double, reorth",14050,9.744544e-15
"numpy double, reorth",14100,1.766406e-14
"numpy double, reorth",14150,2.299333e-14
"numpy double, reorth",14200,8.474063e-15
"numpy double, reorth",14250,1.154698e-14
"numpy double, reorth",14300,2.514966e-14
"numpy double, reorth",14350,6.603096e-15
